title de-DE;title en-EN;title es-ES;title fr-FR;title it-IT;title pl-PL;title pt-BR;title ru-RU;title zh-Hans;title zh-Hant;text de-DE;text en-EN;text es-ES;text fr-FR;text it-IT;text pl-PL;text pt-BR;text ru-RU;text zh-Hans;text zh-Hant;id;set;type;attack;rarity;defense;faction;kredits;blitz;mobilize;smokescreen;fury;pincer;alpine;guard;ambush;intel3;heavyArmor1;intel2;heavyArmor2;image de-DE;image en-EN;image es-ES;image fr-FR;image it-IT;image pl-PL;image pt-BR;image ru-RU;image zh-Hans;image zh-Hant
845. SCHÜTZENREGIMENT;845th RIFLES;845.º DE FUSILEROS;845e RÉGIMENT DE FUSILIERS;845° FUCILIERI;845 PUŁK STRZELCÓW;845º REGIMENTO DE RIFLES;845-й СТРЕЛКОВЫЙ ПОЛК;步兵第 845 团;步兵第 845 團;Wenn diese Einheit Schaden nimmt, erhält dein HQ genauso viel Verteidigung.;When this unit is dealt damage, your HQ gets equal amount of defense.;Cuando esta unidad sufre daño, tu cuartel recibe una cantidad de defensa equivalente.;Lorsque cette unité subit des dégâts, votre QG gagne la même quantité de défense.;Quando viene inflitto danno a questa unità, il tuo QG ottiene la stessa quantità di difesa.;Gdy ta jednostka otrzymuje obrażenia, twój sztab otrzymuje taką samą liczbę pkt obrony.;Quando esta unidade recebe dano, o seu QG recebe a mesma quantidade de defesa.;Когда этот отряд получает урон, ваш штаб получает столько же ед. защиты.;此单位受到伤害时，你的总部获得等量的防御力。;此單位受到傷害時，你的總部獲得等量的防禦力。;845th_rifles;Allegiance;infantry;2;Limited;3;Soviet;2;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/845th_rifles.png;https://www.kards.com//images/card/v15/en-EN/845th_rifles.png;https://www.kards.com//images/card/v15/es-ES/845th_rifles.png;https://www.kards.com//images/card/v15/fr-FR/845th_rifles.png;https://www.kards.com//images/card/v15/it-IT/845th_rifles.png;https://www.kards.com//images/card/v15/pl-PL/845th_rifles.png;https://www.kards.com//images/card/v15/pt-BR/845th_rifles.png;https://www.kards.com//images/card/v15/ru-RU/845th_rifles.png;https://www.kards.com//images/card/v15/zh-Hans/845th_rifles.png;https://www.kards.com//images/card/v15/zh-Hant/845th_rifles.png
87. GRENADIERE;87. GRENADIER;87. GRENADIER;87e DE GRENADIERS;87° GRENADIER;87 PUŁK GRENADIERÓW;87º GRANADEIROS;87-й ГРЕНАДЕРСКИЙ ПОЛК;第 87 掷弹兵团;第 87 擲彈兵團;Gib +2+2, wenn der Feind deine Gegenmaßnahme auslöst.;Give +2+2 when the enemy triggers your countermeasure.;Obtiene +2+2 cuando el enemigo activa tus contramedidas.;Confère +2+2 lorsque l'ennemi déclenche votre contre-mesure.;Quando il nemico attiva una tua contromisura, ottiene +2+2 .;Zapewnij tej jednostce +2+2, gdy przeciwnik aktywuje twój środek zaradczy.;Dê +2+2 quando o inimigo ativar sua contramedida.;Получает +2+2, когда противник активирует вашу контрмеру.;你的反制指令被触发时，获得 +2+2。;你的反制指令被觸發時，獲得 +2+2。;87_grenadier;Breakthrough;infantry;2;Standard;2;Germany;2;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/87_grenadier.png;https://www.kards.com//images/card/v15/en-EN/87_grenadier.png;https://www.kards.com//images/card/v15/es-ES/87_grenadier.png;https://www.kards.com//images/card/v15/fr-FR/87_grenadier.png;https://www.kards.com//images/card/v15/it-IT/87_grenadier.png;https://www.kards.com//images/card/v15/pl-PL/87_grenadier.png;https://www.kards.com//images/card/v15/pt-BR/87_grenadier.png;https://www.kards.com//images/card/v15/ru-RU/87_grenadier.png;https://www.kards.com//images/card/v15/zh-Hans/87_grenadier.png;https://www.kards.com//images/card/v15/zh-Hant/87_grenadier.png
8. FALLSCHIRMJÄGER-DIVISION;8. FALLSCHIRMJAGER;8.º FALLSCHIRMJAGER;8e FALLSCHIRMJÄGER;8° FALLSCHIRMJAGER;8 FALLSCHIRMJAGER;8º FALLSCHIRMJAGER;8-й БАТАЛЬОН FALLSCHIRMJÄGER;第 8 空降猎兵团;第 8 空降獵兵團;;;;;;;;;;;8_fallschirmjager;Base;infantry;3;Elite;2;Germany;2;1;;;1;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/8_fallschirmjager.png;https://www.kards.com//images/card/v15/en-EN/8_fallschirmjager.png;https://www.kards.com//images/card/v15/es-ES/8_fallschirmjager.png;https://www.kards.com//images/card/v15/fr-FR/8_fallschirmjager.png;https://www.kards.com//images/card/v15/it-IT/8_fallschirmjager.png;https://www.kards.com//images/card/v15/pl-PL/8_fallschirmjager.png;https://www.kards.com//images/card/v15/pt-BR/8_fallschirmjager.png;https://www.kards.com//images/card/v15/ru-RU/8_fallschirmjager.png;https://www.kards.com//images/card/v15/zh-Hans/8_fallschirmjager.png;https://www.kards.com//images/card/v15/zh-Hant/8_fallschirmjager.png
99. INFANTERIEBATAILLON;99th INFANTRY BATTALION;99.º BATALLÓN DE INFANTERÍA;99e BATAILLON D’INFANTERIE;99° BATTAGLIONE FANTERIA;99 BATALION PIECHOTY;99º BATALHÃO DE INFANTARIA;99-й ПЕХОТНЫЙ БАТАЛЬОН;第 99 步兵营;第 99 步兵營;Einsatz: Wenn du die Front kontrollierst, schicke eine feindliche Einheit in die Hand ihres Besitzers zurück.;Deployment: If you control the frontline, send an enemy unit to owner's hand.;Despliegue: Si controlas el frente, envía a una unidad del enemigo a la mano de su propietario.;Déploiement : Si vous contrôlez la première ligne, envoyez une unité ennemie dans la main de son propriétaire.;Schieramento: se controlli la prima linea, manda un'unità nemica in mano al proprietario.;Rozmieszczenie: jeśli kontrolujesz linię frontu, wyślij jednostkę wroga do ręki jej właściciela.;Posicionamento: se você controla a linha de frente, envie uma unidade inimiga para a mão do dono.;Размещение: если вы контролируете линию фронта, вражеский отряд возвращается в руку владельцу.;部署：如果你占领了前线，使一个敌方单位返回其所有者手中。;部署：如果你佔領了前線，使一個敵方單位返回其所有者手中。;99th_infantry_battalion;Base;infantry;2;Special;3;USA;2;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/99th_infantry_battalion.png;https://www.kards.com//images/card/v15/en-EN/99th_infantry_battalion.png;https://www.kards.com//images/card/v15/es-ES/99th_infantry_battalion.png;https://www.kards.com//images/card/v15/fr-FR/99th_infantry_battalion.png;https://www.kards.com//images/card/v15/it-IT/99th_infantry_battalion.png;https://www.kards.com//images/card/v15/pl-PL/99th_infantry_battalion.png;https://www.kards.com//images/card/v15/pt-BR/99th_infantry_battalion.png;https://www.kards.com//images/card/v15/ru-RU/99th_infantry_battalion.png;https://www.kards.com//images/card/v15/zh-Hans/99th_infantry_battalion.png;https://www.kards.com//images/card/v15/zh-Hant/99th_infantry_battalion.png
A5M4 CLAUDE;A5M4 CLAUDE;A5M4 CLAUDE;A5M4 CLAUDE;A5M4 CLAUDE;A5M4 CLAUDE;A5M4 CLAUDE;A5M4 CLAUDE;A5M4 九六舰战;A5M4 九六艦戰;Einsatz: Eine verbündete Einheit hat in diesem Zug -1 Aktionskosten.;Deployment: A friendly unit has -1 operation cost this turn.;Despliegue: Una unidad aliada tiene -1 de costo de operación este turno.;Déploiement : Réduit le coût d’opération d’une unité alliée de 1 pour ce tour.;Schieramento: dai -1 costo operativo a un'unità alleata fino alla fine del turno.;Rozmieszczenie: koszt operacyjny sojuszniczej jednostki zostaje w tej turze obniżony o 1.;Posicionamento: uma unidade aliada tem -1 de custo de operação neste turno.;Размещение: на этом ходу действия дружественного отряда стоят на 1 кредит меньше.;部署：在本回合中，使一个友方单位 -1 行动花费。;部署：在本回合中，使一個友方單位 -1 行動花費。;a5m4_claude;Base;fighter;2;Limited;3;Japan;2;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/a5m4_claude.png;https://www.kards.com//images/card/v15/en-EN/a5m4_claude.png;https://www.kards.com//images/card/v15/es-ES/a5m4_claude.png;https://www.kards.com//images/card/v15/fr-FR/a5m4_claude.png;https://www.kards.com//images/card/v15/it-IT/a5m4_claude.png;https://www.kards.com//images/card/v15/pl-PL/a5m4_claude.png;https://www.kards.com//images/card/v15/pt-BR/a5m4_claude.png;https://www.kards.com//images/card/v15/ru-RU/a5m4_claude.png;https://www.kards.com//images/card/v15/zh-Hans/a5m4_claude.png;https://www.kards.com//images/card/v15/zh-Hant/a5m4_claude.png
EINE HANDVOLL HELDEN;A FEW GOOD MEN;ALGUNOS HOMBRES BUENOS;DES HOMMES D’HONNEUR;POCHI MA BUONI;KILKU DOBRYCH LUDZI;ALGUNS HOMENS BONS;НЕСКОЛЬКО ХОРОШИХ ПАРНЕЙ;好人寥寥;好人寥寥;Wähle 1 von 3 zufälligen amerikanischen Eliteeinheiten und füge sie deiner Hand hinzu.;Choose 1 of 3 random elite US units to add to your hand.;De entre 3 unidades estadounidenses de élite aleatorias, elige 1 para añadirla a tu mano.;Choisissez une unité Elite américaine parmi 3 au hasard à ajouter à votre main.;Scegli 1 di 3 unità americane d'élite casuali aggiungila alla tua mano.;Wybierz 1 z 3 losowych elitarnych jednostek amerykańskich i dodaj ją do swojej ręki.;Escolha 1 de 3 unidades de elite norte-americanas para adicionar à sua mão.;Выберите и возьмите один из трёх случайных элитных отрядов США.;从三张随机美军精英单位牌中选择一张，置入你的手牌。;從三張隨機美軍精英單位牌中選擇一張，置入你的手牌。;a_few_good_men;TheatersOfWar;order;;Elite;;USA;2;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/a_few_good_men.png;https://www.kards.com//images/card/v15/en-EN/a_few_good_men.png;https://www.kards.com//images/card/v15/es-ES/a_few_good_men.png;https://www.kards.com//images/card/v15/fr-FR/a_few_good_men.png;https://www.kards.com//images/card/v15/it-IT/a_few_good_men.png;https://www.kards.com//images/card/v15/pl-PL/a_few_good_men.png;https://www.kards.com//images/card/v15/pt-BR/a_few_good_men.png;https://www.kards.com//images/card/v15/ru-RU/a_few_good_men.png;https://www.kards.com//images/card/v15/zh-Hans/a_few_good_men.png;https://www.kards.com//images/card/v15/zh-Hant/a_few_good_men.png
AFRIKAKORPS;AFRIKA KORPS;AFRIKA KORPS;AFRIKAKORPS;AFRIKAKORPS;AFRIKA KORPS;AFRIKA KORPS;АФРИКАНСКИЙ КОРПУС;非洲军团;非洲軍團;Wähle 1 von 3 zufälligen deutschen Eliteeinheiten und füge sie deiner Hand hinzu.;Choose 1 of 3 random elite German units to add to your hand.;De entre 3 unidades de élite alemanas aleatorias, elige 1 y añádela a tu mano.;Choisissez une unité Elite allemande parmi 3 au hasard à ajouter à votre main.;Scegli 1 di 3 unità tedesche d'élite casuali e agiungila alla tua mano.;Wybierz 1 z 3 losowych elitarnych jednostek niemieckich i dodaj ją do swojej ręki.;Escolha 1 de 3 unidades alemãs de elite aleatórias para adicionar à sua mão.;Выберите и возьмите один из трёх случайных элитных отрядов Германии.;从三张随机德军精英单位牌中选择一张，置入你的手牌。;從三張隨機德軍精英單位牌中選擇一張，置入你的手牌。;afrika_korps;TheatersOfWar;order;;Elite;;Germany;2;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/afrika_korps.png;https://www.kards.com//images/card/v15/en-EN/afrika_korps.png;https://www.kards.com//images/card/v15/es-ES/afrika_korps.png;https://www.kards.com//images/card/v15/fr-FR/afrika_korps.png;https://www.kards.com//images/card/v15/it-IT/afrika_korps.png;https://www.kards.com//images/card/v15/pl-PL/afrika_korps.png;https://www.kards.com//images/card/v15/pt-BR/afrika_korps.png;https://www.kards.com//images/card/v15/ru-RU/afrika_korps.png;https://www.kards.com//images/card/v15/zh-Hans/afrika_korps.png;https://www.kards.com//images/card/v15/zh-Hant/afrika_korps.png
AGENTUR AFRIKA;AGENCY AFRICA;AGENCJA AFRIKA;AGENCJA AFRYKA;AGENCJA AFRYKA;AGENCJA AFRYKA;AGENCY AFRICA;АФРИКАНСКОЕ АГЕНТСТВО;非洲情报局;非洲情報局;Füge deiner Hand eine Kopie einer bekannten Karte in der feindlichen Hand hinzu.;Add to hand a copy of a random known card in the enemy hand.;Agrega a tu mano una copia al azar de una carta conocida del enemigo.;Ajoutez à votre main une copie d'une carte au hasard parmi celles connues dans la main ennemie .;Aggiungi alla tua mano una copia di una carta casuale nella mano del nemico che conosci.;Dodaj do ręki kopię losowej znanej karty w ręce przeciwnika.;Adicione à mão uma cópia de uma carta conhecida aleatória na mão inimiga.;Добавьте в руку копию случайной известной карты в руке противника.;随机复制一张对手手中的明牌，并将其置入你的手牌。;隨機複製一張對手手中的明牌，並將其置入你的手牌。;agency_africa;Legions;order;;Special;;Poland;2;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/agency_africa.png;https://www.kards.com//images/card/v15/en-EN/agency_africa.png;https://www.kards.com//images/card/v15/es-ES/agency_africa.png;https://www.kards.com//images/card/v15/fr-FR/agency_africa.png;https://www.kards.com//images/card/v15/it-IT/agency_africa.png;https://www.kards.com//images/card/v15/pl-PL/agency_africa.png;https://www.kards.com//images/card/v15/pt-BR/agency_africa.png;https://www.kards.com//images/card/v15/ru-RU/agency_africa.png;https://www.kards.com//images/card/v15/zh-Hans/agency_africa.png;https://www.kards.com//images/card/v15/zh-Hant/agency_africa.png
AICHI D3A-1;AICHI D3A-1;AICHI D3A-1;AICHI D3A-1;AICHI D3A-1;AICHI D3A-1;AICHI D3A-1;AICHI D3A-1;D3A1 九九舰爆;D3A1 九九艦爆;Zerstörung: Fügt dem feindlichen HQ 1 Schaden zu.;Destruction: Deal 1 damage to the enemy HQ.;Destrucción: Inflige 1 de daño al cuartel general enemigo.;Destruction : Inflige 1 dégât au QG ennemi.;Distruzione: infliggi 1 danno al QG nemico.;Zniszczenie: zadaj 1 pkt zniszczeń sztabowi przeciwnika.;Destruição: causa 1 de dano ao QG inimigo.;Уничтожение: наносит 1 ед. урона вражескому штабу.;亡计：对敌方总部造成 1 点伤害。;亡計：對敵方總部造成 1 點傷害。;aichi_d3a1;Base;bomber;2;Special;1;Japan;2;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/aichi_d3a1.png;https://www.kards.com//images/card/v15/en-EN/aichi_d3a1.png;https://www.kards.com//images/card/v15/es-ES/aichi_d3a1.png;https://www.kards.com//images/card/v15/fr-FR/aichi_d3a1.png;https://www.kards.com//images/card/v15/it-IT/aichi_d3a1.png;https://www.kards.com//images/card/v15/pl-PL/aichi_d3a1.png;https://www.kards.com//images/card/v15/pt-BR/aichi_d3a1.png;https://www.kards.com//images/card/v15/ru-RU/aichi_d3a1.png;https://www.kards.com//images/card/v15/zh-Hans/aichi_d3a1.png;https://www.kards.com//images/card/v15/zh-Hant/aichi_d3a1.png
FLUGABWEHR;AIR DEFENSE;DEFENSA AÉREA;DÉFENSE AÉRIENNE;DIFESA AEREA;OBRONA POWIETRZNA;DEFESA AÉREA;ВОЗДУШНАЯ ЗАЩИТА;防空;防空;Fügt einer angreifenden Einheit 3 Schaden zu. Ist sie eine Lufteinheit, wird sie zerstört.;Deal 3 damage to an attacking unit. If it's an air unit, destroy it instead.;Inflige 3 de daño a una unidad que te ataque. Si es una unidad aérea, la destruye al instante.;Inflige 3 dégâts à une unité attaquante. S’il s’agit d’une unité aérienne, elle sera détruite.;Quando un'unità attacca, infliggigli 3 danni. Se è un'unità aerea, distruggila.;Zadaj 3 pkt obrażeń atakującej jednostce. Jeśli to jednostka powietrzna, zniszcz ją.;Cause 3 de dano a uma unidade atacante. Se é uma unidade aérea, destrua-a.;Наносит 3 ед. урона атакующему отряду. Если это воздушный отряд, уничтожает его.;对一个发起攻击的单位造成 3 点伤害，如果该单位是空军，将其消灭。;對一個發起攻擊的單位造成 3 點傷害，如果該單位是空軍，將其消滅。;air_defense;Base;countermeasure;;Elite;;USA;2;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/air_defense.png;https://www.kards.com//images/card/v15/en-EN/air_defense.png;https://www.kards.com//images/card/v15/es-ES/air_defense.png;https://www.kards.com//images/card/v15/fr-FR/air_defense.png;https://www.kards.com//images/card/v15/it-IT/air_defense.png;https://www.kards.com//images/card/v15/pl-PL/air_defense.png;https://www.kards.com//images/card/v15/pt-BR/air_defense.png;https://www.kards.com//images/card/v15/ru-RU/air_defense.png;https://www.kards.com//images/card/v15/zh-Hans/air_defense.png;https://www.kards.com//images/card/v15/zh-Hant/air_defense.png
AKITA-REGIMENT;AKITA REGIMENT;REGIMIENTO DE AKITA;RÉGIMENT D’AKITA;REG. AKITA;PUŁK AKITA;REGIMENTO AKITA;ПОЛК «АКИТА»;秋田联队;秋田聯隊;Zerstörung: Fügt einem zufälligen Feind 2 Schaden zu.;Destruction: Deal 2 damage to a random enemy.;Destrucción: Inflige 2 de daño a un enemigo al azar.;Destruction : Inflige 2 dégâts à un ennemi au hasard.;Distruzione: infliggi 2 danni a un nemico casuale.;Zniszczenie: zadaj 2 pkt obrażeń losowemu przeciwnikowi.;Destruição: cause 2 de dano a um inimigo aleatório.;Уничтожение: наносит 2 ед. урона случайному врагу.;亡计：随机对一个敌方目标造成 2 点伤害。;亡計：隨機對一個敵方目標造成 2 點傷害。;akita_regiment;Base;infantry;2;Standard;1;Japan;2;1;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/akita_regiment.png;https://www.kards.com//images/card/v15/en-EN/akita_regiment.png;https://www.kards.com//images/card/v15/es-ES/akita_regiment.png;https://www.kards.com//images/card/v15/fr-FR/akita_regiment.png;https://www.kards.com//images/card/v15/it-IT/akita_regiment.png;https://www.kards.com//images/card/v15/pl-PL/akita_regiment.png;https://www.kards.com//images/card/v15/pt-BR/akita_regiment.png;https://www.kards.com//images/card/v15/ru-RU/akita_regiment.png;https://www.kards.com//images/card/v15/zh-Hans/akita_regiment.png;https://www.kards.com//images/card/v15/zh-Hant/akita_regiment.png
ALBACORE Mk I;ALBACORE Mk I;ALBACORE Mk I;ALBACORE Mk I;ALBACORE Mk I;ALBACORE Mk I;ALBACORE Mk I;ALBACORE Mk I;青花鱼 Mk I;青花魚 Mk I;Einsatz: Fügt einer feindlichen Bodeneinheit 1 Schaden zu und setzt sie fest.;Deployment: Deal 1 damage to an enemy ground unit and pin it.;Despliegue: Inflige 1 de daño a una unidad terrestre enemiga y la inmoviliza.;Déploiement : Inflige 1 dégât à une unité terrestre ennemie et l’immobilise.;Schieramento: infliggi 1 danno a un’unità di terra nemica e la Blocca.;Rozmieszczenie: zadaj 1 pkt obrażeń wrogiej jednostce lądowej i ją przyszpil.;Posicionamento: cause 1 de dano em uma unidade terrestre inimiga e imobilize-a.;Размещение: наносит 1 ед. урона вражескому наземному отряду и блокирует его.;部署：对一个敌方陆军造成 1 点伤害，并将其压制。;部署：對一個敵方陸軍造成 1 點傷害，並將其壓制。;albacore_mk_i;Base;bomber;1;Special;2;Britain;2;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/albacore_mk_i.png;https://www.kards.com//images/card/v15/en-EN/albacore_mk_i.png;https://www.kards.com//images/card/v15/es-ES/albacore_mk_i.png;https://www.kards.com//images/card/v15/fr-FR/albacore_mk_i.png;https://www.kards.com//images/card/v15/it-IT/albacore_mk_i.png;https://www.kards.com//images/card/v15/pl-PL/albacore_mk_i.png;https://www.kards.com//images/card/v15/pt-BR/albacore_mk_i.png;https://www.kards.com//images/card/v15/ru-RU/albacore_mk_i.png;https://www.kards.com//images/card/v15/zh-Hans/albacore_mk_i.png;https://www.kards.com//images/card/v15/zh-Hant/albacore_mk_i.png
AVRO ANSON;AVRO ANSON;AVRO ANSON;AVRO ANSON;AVRO ANSON;AVRO ANSON;AVRO ANSON;AVRO ANSON;阿芙罗-安森;阿芙羅-安森;Wenn du mit einer Spitfire angreifst, ziehe eine Karte.;When you attack with a Spitfire, draw a card.;Cuando ataques con un Spitfire, roba una carta.;Lorsque vous attaquez avec un Spitfire, piochez une carte.;Quando uno Spitfire alleato attacca, pesca una carta.;Gdy zaatakujesz za pomocą myśliwca Spitfire, dobierz kartę.;Quando atacar com um Spitfire, compre uma carta.;Возьмите карту, когда атакует ваш Spitfire.;你使用喷火战斗机攻击时，抽一张牌。;你使用噴火戰鬥機攻擊時，抽一張牌。;avro_anson;Breakthrough;fighter;1;Special;4;Britain;2;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/avro_anson.png;https://www.kards.com//images/card/v15/en-EN/avro_anson.png;https://www.kards.com//images/card/v15/es-ES/avro_anson.png;https://www.kards.com//images/card/v15/fr-FR/avro_anson.png;https://www.kards.com//images/card/v15/it-IT/avro_anson.png;https://www.kards.com//images/card/v15/pl-PL/avro_anson.png;https://www.kards.com//images/card/v15/pt-BR/avro_anson.png;https://www.kards.com//images/card/v15/ru-RU/avro_anson.png;https://www.kards.com//images/card/v15/zh-Hans/avro_anson.png;https://www.kards.com//images/card/v15/zh-Hant/avro_anson.png
